REF_DATE,GEO,DGUID,"Sales, price and volume",North American Industry Classification System (NAICS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Farm, lawn and garden machinery and equipment merchant wholesalers [4171]",Dollars,81,millions,6,v120848130,1.4.24,1334,A,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Construction, forestry, mining, and industrial machinery, equipment and supplies merchant wholesalers [4172]",Dollars,81,millions,6,v120848131,1.4.25,3345,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Computer and communications equipment and supplies merchant wholesalers [4173],Dollars,81,millions,6,v120848132,1.4.26,4852,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Other machinery, equipment and supplies merchant wholesalers [4179]",Dollars,81,millions,6,v120848133,1.4.27,3408,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Miscellaneous merchant wholesalers [418],Dollars,81,millions,6,v120848134,1.4.28,9440,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Recyclable material merchant wholesalers [4181],Dollars,81,millions,6,v120848135,1.4.29,1316,C,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),"Paper, paper product and disposable plastic product merchant wholesalers [4182]",Dollars,81,millions,6,v120848136,1.4.30,888,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Agricultural supplies merchant wholesalers [4183],Dollars,81,millions,6,v120848137,1.4.31,3299,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Chemical (except agricultural) and allied product merchant wholesalers [4184],Dollars,81,millions,6,v120848138,1.4.32,1569,B,,,0
Oct-20,Canada,2016A000011124,Wholesale sales at 2012 constant prices (Unchained Laspeyres Index),Other miscellaneous merchant wholesalers [4189],Dollars,81,millions,6,v120848139,1.4.33,2367,B,,,0
